contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
ZJ_WZ_contig_19335970||full	5467	No	NA	3	2	0	Low-quality	Genome-fragment	5.16	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_21181514||full	5467	No	NA	10	4	1	Low-quality	Genome-fragment	6.51	HMM-based (lower-bound)	0	1	
FJ_XM_contig_29107620	5466	No	NA	7	4	0	Low-quality	Genome-fragment	12.68	AAI-based (medium-confidence)	0	1	
JS_YC_contig_24141514	5466	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_21651048	5466	No	NA	10	1	0	Low-quality	Genome-fragment	2.2	HMM-based (lower-bound)	0	1	
FJ_XM_contig_22399290||full	5465	No	NA	9	4	0	Low-quality	Genome-fragment	5.34	AAI-based (medium-confidence)	0	1.02	
JS_LYG_contig_9586620||full	5465	No	NA	7	1	0	Low-quality	Genome-fragment	2.76	HMM-based (lower-bound)	0	1	
JS_YC_contig_14308871	5465	No	NA	9	4	0	Low-quality	Genome-fragment	11.22	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_2115748	5465	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
FJ_XM_contig_28307169||full	5464	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ZH_contig_23347259	5464	No	NA	15	2	0	Low-quality	Genome-fragment	7	HMM-based (lower-bound)	0	1	
GX_BH_contig_8260053||full	5464	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
LN_DD_contig_10521135	5464	No	NA	4	1	0	Low-quality	Genome-fragment	9.49	AAI-based (high-confidence)	0	1	
SD_QD_contig_3823212||full	5464	No	NA	9	3	0	Low-quality	Genome-fragment	2.2	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_8794474	5464	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_22704311||full	5464	No	NA	14	2	0	Low-quality	Genome-fragment	7.33	HMM-based (lower-bound)	0	1	
SD_QD_contig_12520300||full	5463	No	NA	6	0	0	Low-quality	Genome-fragment	11.17	AAI-based (medium-confidence)	0	1	no viral genes detected
GD_ZH_contig_12359941||full	5462	No	NA	10	2	0	Low-quality	Genome-fragment	7.25	AAI-based (medium-confidence)	0	1	
JS_YC_contig_15167221||full	5462	No	NA	7	1	1	Low-quality	Genome-fragment	1.5	HMM-based (lower-bound)	0	1	
JS_YC_contig_27228771	5462	No	NA	12	1	0	Low-quality	Genome-fragment	4.85	HMM-based (lower-bound)	0	1	
SD_DY_contig_5730118	5462	No	NA	9	2	0	Low-quality	Genome-fragment	6.97	HMM-based (lower-bound)	0	1	
SD_QD_contig_31335122	5462	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_23668288||full	5462	No	NA	5	0	1	Low-quality	Genome-fragment	2.93	AAI-based (medium-confidence)	0	1.01	no viral genes detected
ZJ_NB_contig_5090624	5462	No	NA	7	1	0	Low-quality	Genome-fragment	3.04	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_22644946	5462	No	NA	12	1	0	Low-quality	Genome-fragment	5.73	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_3347111	5462	No	NA	4	2	0	Low-quality	Genome-fragment	5.94	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_1008534||full	5461	No	NA	7	1	0	Low-quality	Genome-fragment	2.68	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_572654	5461	No	NA	10	1	0	Low-quality	Genome-fragment	3.93	HMM-based (lower-bound)	0	1	
JS_YC_contig_10407704	5461	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_31183169	5461	No	NA	2	2	0	Low-quality	Genome-fragment	2.94	AAI-based (medium-confidence)	0	1	
GX_BH_contig_31460317	5460	No	NA	5	1	0	Low-quality	Genome-fragment	4.89	HMM-based (lower-bound)	0	1	
HN_SY_contig_5778665	5460	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_23055107||full	5460	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ST_contig_806042	5459	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ZH_contig_7073841	5459	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_22071514	5459	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_7136940	5459	No	NA	6	0	0	Low-quality	Genome-fragment	9.43	AAI-based (medium-confidence)	0	1	no viral genes detected
LN_DD_contig_8426835	5459	No	NA	6	1	1	Low-quality	Genome-fragment	2.52	HMM-based (lower-bound)	0	1	
SD_QD_contig_18492456	5459	No	NA	8	2	0	Low-quality	Genome-fragment	11.07	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_18633677	5459	No	NA	12	2	0	Low-quality	Genome-fragment	12.39	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_20036942||full	5458	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_11827615||full_1	5458	No	NA	5	1	0	Low-quality	Genome-fragment	2.84	HMM-based (lower-bound)	0	1	
SD_DY_contig_14622578||full	5458	No	NA	4	2	0	Low-quality	Genome-fragment	2.43	AAI-based (medium-confidence)	0	1	
GX_BH_contig_149820||full	5457	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_14596717	5457	No	NA	8	1	0	Low-quality	Genome-fragment	8.38	AAI-based (medium-confidence)	0	1	
JS_YC_contig_3055390	5457	No	NA	6	1	0	Low-quality	Genome-fragment	3.4	HMM-based (lower-bound)	0	1	
SD_QD_contig_13104603	5457	No	NA	8	5	0	Low-quality	Genome-fragment	13.59	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_19555876	5457	No	NA	2	2	0	Low-quality	Genome-fragment	12.95	AAI-based (medium-confidence)	0	1	
HN_SY_contig_11342075||full	5456	No	NA	7	1	0	Low-quality	Genome-fragment	5.52	HMM-based (lower-bound)	0	1.01	
HN_SY_contig_29591045||full	5456	No	NA	6	1	0	Low-quality	Genome-fragment	13.49	AAI-based (medium-confidence)	0	1	
GD_ZH_contig_20077487	5455	No	NA	12	0	0	Low-quality	Genome-fragment	4.7	AAI-based (high-confidence)	0	1	no viral genes detected
GX_BH_contig_2901129	5455	No	NA	8	3	0	Low-quality	Genome-fragment	15.03	AAI-based (high-confidence)	0	1	
HN_SY_contig_28903852||full	5455	No	NA	6	3	0	Low-quality	Genome-fragment	14.41	AAI-based (medium-confidence)	0	1	
HN_SY_contig_8054121	5455	No	NA	5	1	0	Low-quality	Genome-fragment	4.72	AAI-based (medium-confidence)	0	1	
SD_QD_contig_13697508	5455	No	NA	12	2	0	Low-quality	Genome-fragment	7.52	HMM-based (lower-bound)	0	1	
SD_QD_contig_6407791	5455	No	NA	12	2	1	Low-quality	Genome-fragment	8.49	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_382074||full	5455	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ST_contig_5591122	5454	No	NA	8	3	0	Low-quality	Genome-fragment	9.28	AAI-based (medium-confidence)	0	1	
GD_ST_contig_9383590	5453	No	NA	11	2	0	Low-quality	Genome-fragment	10.11	AAI-based (medium-confidence)	0	1	
JS_YC_contig_3181109	5453	No	NA	9	4	0	Low-quality	Genome-fragment	2.66	HMM-based (lower-bound)	0	1	
LN_DD_contig_22469448	5453	No	NA	7	5	0	Low-quality	Genome-fragment	8.95	AAI-based (high-confidence)	0	1	
SD_DY_contig_19735379||full_1	5453	No	NA	7	2	0	Low-quality	Genome-fragment	4.22	HMM-based (lower-bound)	0	1	
HN_SY_contig_16412049||full	5452	No	NA	8	1	0	Low-quality	Genome-fragment	6.82	AAI-based (high-confidence)	0	1	
JS_YC_contig_5798742	5452	No	NA	7	2	0	Low-quality	Genome-fragment	5.72	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_3071298	5452	No	NA	7	1	0	Low-quality	Genome-fragment	11.5	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_1511564||full	5451	No	NA	11	2	0	Low-quality	Genome-fragment	7.34	AAI-based (medium-confidence)	0	1	
HN_SY_contig_18252614	5451	No	NA	7	1	0	Low-quality	Genome-fragment	2.64	HMM-based (lower-bound)	0	1	
LN_DD_contig_20581648||full	5451	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_DY_contig_12722708||full	5451	No	NA	14	2	0	Low-quality	Genome-fragment	7.98	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_18239804	5451	No	NA	7	2	0	Low-quality	Genome-fragment	3.24	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_5382862	5451	No	NA	15	1	0	Low-quality	Genome-fragment	4.96	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_9608312||full	5451	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_11292599	5451	No	NA	9	5	0	Low-quality	Genome-fragment	12.17	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_4845409	5451	No	NA	7	1	1	Low-quality	Genome-fragment	4.8	HMM-based (lower-bound)	0	1	
GX_BH_contig_25996256	5450	No	NA	8	1	0	Low-quality	Genome-fragment	3.68	HMM-based (lower-bound)	0	1	
GX_BH_contig_31348800||full	5450	No	NA	7	1	0	Low-quality	Genome-fragment	7.39	HMM-based (lower-bound)	0	1	
HN_SY_contig_2000359	5450	No	NA	7	1	0	Low-quality	Genome-fragment	3.1	HMM-based (lower-bound)	0	1	
HN_SY_contig_5514985	5450	No	NA	11	2	0	Low-quality	Genome-fragment	7.82	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_6481256||full	5450	No	NA	10	2	1	Low-quality	Genome-fragment	2.37	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_2608704	5450	No	NA	10	1	0	Low-quality	Genome-fragment	3.07	HMM-based (lower-bound)	0	1	
JS_LYG_contig_7326365	5449	No	NA	7	1	0	Low-quality	Genome-fragment	3.45	AAI-based (medium-confidence)	0	1	
JS_YC_contig_7921149	5449	No	NA	3	1	0	Low-quality	Genome-fragment	0.59	AAI-based (medium-confidence)	0	1.02	
SD_QD_contig_10287276||full	5449	No	NA	7	3	0	Low-quality	Genome-fragment	3.22	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_27498156||full	5449	No	NA	11	3	0	Low-quality	Genome-fragment	0.88	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_5228080||full_1	5449	No	NA	20	2	0	Low-quality	Genome-fragment	2.63	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_21961602	5449	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
FJ_XM_contig_27056202||full	5448	No	NA	5	2	0	Low-quality	Genome-fragment	14.12	AAI-based (medium-confidence)	0	1	
JS_YC_contig_15772152	5448	No	NA	4	1	0	Medium-quality	Genome-fragment	50.79	HMM-based (lower-bound)	0	1	
SD_DY_contig_29234631||full	5448	No	NA	6	1	0	Low-quality	Genome-fragment	5.29	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_13040494	5448	No	NA	7	3	0	Low-quality	Genome-fragment	15.14	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_26221861	5448	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_1385842	5447	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_7459749	5447	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_14133380	5447	No	NA	10	1	0	Low-quality	Genome-fragment	1.19	HMM-based (lower-bound)	0	1	
JS_YC_contig_9871197	5447	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_21094700||full	5447	No	NA	8	1	0	Low-quality	Genome-fragment	7.65	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_23610554	5447	No	NA	16	2	0	Low-quality	Genome-fragment	8.68	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_7443617	5447	No	NA	14	4	0	Low-quality	Genome-fragment	8.2	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_11440375||full	5447	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_13021447||full	5447	No	NA	5	1	0	Low-quality	Genome-fragment	13.59	AAI-based (medium-confidence)	0	1	
JS_YC_contig_19809530||full	5446	No	NA	8	3	0	Low-quality	Genome-fragment	5.26	HMM-based (lower-bound)	0	1	
LN_DD_contig_16771494||full	5445	No	NA	5	1	0	Low-quality	Genome-fragment	0.44	HMM-based (lower-bound)	0	1	
SD_DY_contig_4753959	5445	No	NA	9	2	0	Low-quality	Genome-fragment	3.83	HMM-based (lower-bound)	0	1	
SD_DY_contig_5879117	5445	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ST_contig_4040942	5444	No	NA	4	4	0	Low-quality	Genome-fragment	1.48	AAI-based (high-confidence)	0	1	
GX_BH_contig_25969682	5443	No	NA	11	2	0	Low-quality	Genome-fragment	7.11	HMM-based (lower-bound)	0	1	
HN_SY_contig_8757761||full	5443	No	NA	7	0	0	Low-quality	Genome-fragment	3.46	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_YC_contig_9172537	5443	No	NA	6	2	0	Low-quality	Genome-fragment	10.18	AAI-based (medium-confidence)	0	1	
SD_DY_contig_18104130||full	5443	No	NA	6	2	0	Low-quality	Genome-fragment	4.03	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_21122522	5443	No	NA	10	1	0	Medium-quality	Genome-fragment	50.74	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_16436225	5443	No	NA	7	6	0	Low-quality	Genome-fragment	8.81	HMM-based (lower-bound)	0	1	
FJ_XM_contig_18457723||full	5442	No	NA	11	2	0	Low-quality	Genome-fragment	2.51	HMM-based (lower-bound)	0	1.01	
HN_SY_contig_20080715||full	5442	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0	1.07	no viral genes detected
JS_LYG_contig_2517971||full	5442	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_25803258	5442	No	NA	7	4	0	Low-quality	Genome-fragment	0.75	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_114773	5442	No	NA	13	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ZH_contig_5171690	5441	No	NA	8	3	0	Low-quality	Genome-fragment	15.03	AAI-based (high-confidence)	0	1	
JS_LYG_contig_4497010	5441	No	NA	4	0	0	Low-quality	Genome-fragment	15.57	AAI-based (medium-confidence)	0	1	no viral genes detected
SD_DY_contig_4580381||full_1	5441	No	NA	7	4	0	Low-quality	Genome-fragment	2.93	HMM-based (lower-bound)	0	1	
SD_QD_contig_19631197	5441	No	NA	6	2	0	Low-quality	Genome-fragment	3.66	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_4937015||full	5441	No	NA	6	1	0	Low-quality	Genome-fragment	7.13	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_8895928	5441	No	NA	9	1	0	Low-quality	Genome-fragment	4.76	HMM-based (lower-bound)	0	1	
GD_ST_contig_23543984	5440	No	NA	10	1	0	Low-quality	Genome-fragment	4.11	HMM-based (lower-bound)	0	1	
HN_SY_contig_28009685||full	5440	No	NA	7	3	0	Low-quality	Genome-fragment	7.13	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_146027||full	5440	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_10667275||full_1	5440	No	NA	3	1	0	Low-quality	Genome-fragment	2.83	HMM-based (lower-bound)	0	1	
JS_LYG_contig_17601953	5439	No	NA	6	2	0	Low-quality	Genome-fragment	6.61	AAI-based (medium-confidence)	0	1	
GD_ST_contig_16730893	5438	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GD_ZH_contig_2161943	5438	No	NA	8	1	0	Low-quality	Genome-fragment	5.75	AAI-based (high-confidence)	0	1	
GD_ZH_contig_2768881	5438	No	NA	6	0	0	Low-quality	Genome-fragment	8.17	AAI-based (medium-confidence)	0	1	no viral genes detected
HN_SY_contig_34597388	5438	No	NA	6	0	0	Low-quality	Genome-fragment	2.94	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_YC_contig_12178739||full	5438	No	NA	7	2	0	Low-quality	Genome-fragment	5.78	AAI-based (medium-confidence)	0	1	
JS_YC_contig_25154671	5438	No	NA	7	5	0	Low-quality	Genome-fragment	6.11	AAI-based (medium-confidence)	0	1	
JS_YC_contig_6546821	5438	No	NA	7	2	0	Low-quality	Genome-fragment	10.37	AAI-based (medium-confidence)	0	1	
LN_DD_contig_750446||full_1	5438	No	NA	6	1	0	Low-quality	Genome-fragment	3.11	HMM-based (lower-bound)	0	1.01	
ZJ_NB_contig_23275345||full	5438	No	NA	14	4	0	Low-quality	Genome-fragment	8.6	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_4275530	5438	No	NA	12	2	0	Low-quality	Genome-fragment	2.98	AAI-based (medium-confidence)	0	1	
HN_SY_contig_10040473||full	5437	No	NA	6	1	0	Low-quality	Genome-fragment	8.13	HMM-based (lower-bound)	0	1	
SD_DY_contig_18879314	5437	No	NA	10	2	1	Low-quality	Genome-fragment	9.54	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_17724608	5437	No	NA	8	1	0	Low-quality	Genome-fragment	3.35	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_3642809||full	5437	No	NA	9	1	0	Low-quality	Genome-fragment	2.95	HMM-based (lower-bound)	0	1	
FJ_XM_contig_23943184	5436	No	NA	7	1	0	Low-quality	Genome-fragment	6.12	AAI-based (medium-confidence)	0	1	
JS_YC_contig_2099850	5436	No	NA	17	1	0	Low-quality	Genome-fragment	3.52	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_4716675	5436	No	NA	8	4	0	Low-quality	Genome-fragment	8.47	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_8210597	5436	No	NA	6	1	0	Low-quality	Genome-fragment	11.38	AAI-based (medium-confidence)	0	1	
HN_SY_contig_32206575||full	5435	No	NA	9	1	0	Low-quality	Genome-fragment	9.06	HMM-based (lower-bound)	0	1	
LN_DD_contig_25236617||full	5435	No	NA	10	1	0	Low-quality	Genome-fragment	1.63	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_4957655	5435	No	NA	6	2	0	Low-quality	Genome-fragment	6.1	HMM-based (lower-bound)	0	1	
FJ_XM_contig_31871280	5434	No	NA	10	2	0	Low-quality	Genome-fragment	3.01	HMM-based (lower-bound)	0	1	
GD_ST_contig_5679112||full	5434	No	NA	4	0	0	Low-quality	Genome-fragment	10.38	AAI-based (medium-confidence)	0	1.03	no viral genes detected
HN_SY_contig_31234093	5434	No	NA	7	2	0	Low-quality	Genome-fragment	1.48	AAI-based (medium-confidence)	0	1	
JS_YC_contig_18775785	5434	No	NA	5	1	0	Low-quality	Genome-fragment	12.93	HMM-based (lower-bound)	0	1	
HN_SY_contig_10872726	5433	No	NA	5	3	0	Low-quality	Genome-fragment	11.52	HMM-based (lower-bound)	0	1	
SD_DY_contig_10068227	5433	No	NA	10	5	0	Low-quality	Genome-fragment	14.05	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_13231234||full	5433	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_3647563||full	5433	No	NA	6	2	0	Low-quality	Genome-fragment	6.87	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_6559166	5433	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
HN_SY_contig_17862514	5432	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
HN_SY_contig_32069959||full	5432	No	NA	4	1	0	Low-quality	Genome-fragment	10.94	AAI-based (medium-confidence)	0	1.01	
LN_DD_contig_1926278	5432	No	NA	10	2	0	Low-quality	Genome-fragment	5.63	HMM-based (lower-bound)	0	1	
LN_DD_contig_5956332	5432	No	NA	12	1	0	Low-quality	Genome-fragment	11.87	AAI-based (high-confidence)	0	1	
SD_DY_contig_28800389	5432	No	NA	11	0	0	Low-quality	Genome-fragment	2.38	AAI-based (medium-confidence)	0	1	no viral genes detected
SD_QD_contig_3531382||full	5432	No	NA	7	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
SD_QD_contig_9624307	5432	No	NA	6	3	0	Low-quality	Genome-fragment	1.01	HMM-based (lower-bound)	0	1.01	
ZJ_WZ_contig_1829368	5432	No	NA	5	1	0	Low-quality	Genome-fragment	1.22	HMM-based (lower-bound)	0	1	
FJ_XM_contig_21811423	5431	No	NA	11	8	0	Low-quality	Genome-fragment	11.74	AAI-based (high-confidence)	0	1	
GD_ZH_contig_24822500	5431	No	NA	5	5	0	Low-quality	Genome-fragment	2.47	HMM-based (lower-bound)	0	1	
HN_SY_contig_30808645||full	5431	No	NA	10	1	0	Low-quality	Genome-fragment	4.35	HMM-based (lower-bound)	0	1	
SD_DY_contig_22549810	5431	No	NA	17	5	0	Low-quality	Genome-fragment	6.47	HMM-based (lower-bound)	0	1.02	
SD_QD_contig_13457189	5431	No	NA	12	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_370709	5431	No	NA	4	3	0	Low-quality	Genome-fragment	11.43	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_30397847||full	5430	No	NA	3	1	0	Low-quality	Genome-fragment	2.83	HMM-based (lower-bound)	0	1	
GD_ZH_contig_8295124	5430	No	NA	8	5	0	Low-quality	Genome-fragment	7.32	AAI-based (medium-confidence)	0	1	
HN_SY_contig_23200112	5430	No	NA	5	4	0	Low-quality	Genome-fragment	14.13	AAI-based (medium-confidence)	0	1	
JS_LYG_contig_6792870	5430	No	NA	4	0	0	Low-quality	Genome-fragment	2.88	AAI-based (medium-confidence)	0	1	no viral genes detected
JS_YC_contig_5571199	5430	No	NA	4	1	0	Low-quality	Genome-fragment	2.98	HMM-based (lower-bound)	0	1	
LN_DD_contig_25183013	5430	No	NA	17	3	1	Low-quality	Genome-fragment	2.9	HMM-based (lower-bound)	0	1	
SD_QD_contig_16843710	5430	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_19856992	5430	No	NA	8	1	0	Low-quality	Genome-fragment	4.34	HMM-based (lower-bound)	0	1	
ZJ_WZ_contig_3162860_1	5430	No	NA	5	2	0	Low-quality	Genome-fragment	1.53	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_7307400	5430	No	NA	5	2	0	Low-quality	Genome-fragment	4.37	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_8202248||full	5430	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_8680719	5430	No	NA	7	2	0	Low-quality	Genome-fragment	9.13	AAI-based (medium-confidence)	0	1	
FJ_XM_contig_25544839||full	5429	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
GX_BH_contig_21529593||full	5429	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_22433495	5429	No	NA	12	0	0	Low-quality	Genome-fragment	11.63	AAI-based (medium-confidence)	0	1	no viral genes detected
ZJ_WZ_contig_23558025	5429	No	NA	9	7	0	Low-quality	Genome-fragment	2.7	AAI-based (high-confidence)	0	1	
GD_ST_contig_17291218	5428	No	NA	4	2	0	Low-quality	Genome-fragment	5.95	HMM-based (lower-bound)	0	1	
GX_BH_contig_7970187	5428	No	NA	13	1	0	Low-quality	Genome-fragment	1.43	HMM-based (lower-bound)	0	1.03	
JS_YC_contig_18339013||full	5428	No	NA	10	2	0	Low-quality	Genome-fragment	9.9	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_26272799	5428	No	NA	14	2	0	Low-quality	Genome-fragment	3.14	HMM-based (lower-bound)	0	1	
GD_ST_contig_24979925||full	5427	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
LN_DD_contig_24037240	5427	No	NA	7	1	0	Low-quality	Genome-fragment	3.1	AAI-based (medium-confidence)	0	1	
SD_DY_contig_23526251||full	5427	No	NA	6	1	0	Low-quality	Genome-fragment	2.45	HMM-based (lower-bound)	0	1	
SD_QD_contig_8381475	5427	No	NA	9	2	0	Low-quality	Genome-fragment	3.96	HMM-based (lower-bound)	0	1	
ZJ_NB_contig_13722473	5427	No	NA	15	2	0	Low-quality	Genome-fragment	8.74	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_23620333	5427	No	NA	4	1	0	Low-quality	Genome-fragment	8.58	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_23774971	5427	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0	1.01	no viral genes detected
GD_ST_contig_4344624||full	5426	No	NA	8	1	0	Low-quality	Genome-fragment	8.12	HMM-based (lower-bound)	0	1	
GX_BH_contig_18418055	5426	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_LYG_contig_20185325	5426	No	NA	6	4	0	Low-quality	Genome-fragment	10.43	AAI-based (high-confidence)	0	1	
JS_LYG_contig_20740240||full	5426	No	NA	6	2	0	Low-quality	Genome-fragment	14.08	AAI-based (medium-confidence)	0	1	
LN_DD_contig_969314	5426	No	NA	9	3	0	Low-quality	Genome-fragment	6.29	HMM-based (lower-bound)	0	1	
SD_QD_contig_24263597	5426	No	NA	13	1	0	Low-quality	Genome-fragment	10.32	HMM-based (lower-bound)	0	1	
FJ_XM_contig_29757721	5425	No	NA	11	1	0	Low-quality	Genome-fragment	7.79	HMM-based (lower-bound)	0	1	
SD_DY_contig_12808495||full	5425	No	NA	6	1	0	Low-quality	Genome-fragment	2.41	HMM-based (lower-bound)	0	1	
SD_DY_contig_6955702||full	5425	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_NB_contig_20175424||full	5425	No	NA	5	3	0	Low-quality	Genome-fragment	10.39	AAI-based (medium-confidence)	0	1	
ZJ_NB_contig_27040812	5425	No	NA	7	3	0	Low-quality	Genome-fragment	14.38	AAI-based (high-confidence)	0	1	
ZJ_NB_contig_4106624||full	5425	No	NA	6	3	0	Low-quality	Genome-fragment	15.48	AAI-based (high-confidence)	0	1	
ZJ_WZ_contig_19838858||full	5425	No	NA	6	3	0	Low-quality	Genome-fragment	14.96	AAI-based (medium-confidence)	0	1	
ZJ_WZ_contig_24252100	5425	No	NA	11	0	0	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
ZJ_WZ_contig_8608463	5425	No	NA	10	1	0	Low-quality	Genome-fragment	8.12	HMM-based (lower-bound)	0	1	
JS_YC_contig_6100934||full	5424	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
JS_YC_contig_6989826	5424	No	NA	15	0	1	Not-determined	Genome-fragment	NA	NA	0	1	no viral genes detected
