seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
ZJ_WZ_contig_11561369	14222	No terminal repeats	NA	33	11	0.9619	NA	0	3.3965	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_25222067	20096	No terminal repeats	NA	21	11	0.9619	NA	0	3.1982	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
ZJ_NB_contig_3857991||full	10083	No terminal repeats	NA	13	11	0.9619	NA	1	11.6135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
FJ_XM_contig_28720013	15455	No terminal repeats	NA	25	11	0.9618	NA	2	19.9563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_5937700	12729	No terminal repeats	NA	15	11	0.9618	NA	0	4.4218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_22294774	7107	No terminal repeats	NA	12	11	0.9618	NA	1	10.7766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_6676879	7284	No terminal repeats	NA	6	11	0.9618	NA	1	3.4345	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
SD_QD_contig_27726249||full	13468	No terminal repeats	NA	26	11	0.9618	NA	1	8.1617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_14443355	22581	No terminal repeats	NA	51	11	0.9618	NA	3	17.0790	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_21025564	10184	No terminal repeats	NA	12	11	0.9618	NA	0	7.8952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_6868760	7464	No terminal repeats	NA	7	11	0.9618	NA	1	6.5536	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
JS_LYG_contig_20823523||full	8169	No terminal repeats	NA	7	11	0.9618	NA	2	3.7245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_14843207	228668	No terminal repeats	NA	303	11	0.9618	NA	6	99.9488	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_25806585	13880	No terminal repeats	NA	12	11	0.9618	NA	3	14.7545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_21576088	7729	No terminal repeats	NA	6	11	0.9618	NA	0	2.3163	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_23035199	8111	No terminal repeats	NA	18	11	0.9618	NA	0	5.1517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_18377088||full	6404	No terminal repeats	NA	15	11	0.9618	NA	0	8.1082	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_649921	8653	No terminal repeats	NA	13	11	0.9618	NA	0	6.0221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_11861687	6178	No terminal repeats	NA	11	11	0.9618	NA	0	3.1565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_30935696	15030	No terminal repeats	NA	30	11	0.9618	NA	0	7.8533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_6417529	22986	No terminal repeats	NA	25	11	0.9618	NA	4	16.0018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_18964813||full	12659	No terminal repeats	NA	17	11	0.9617	NA	3	8.8664	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_23335908	41983	No terminal repeats	NA	68	11	0.9617	NA	8	24.9211	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_4623850	14937	No terminal repeats	NA	25	11	0.9617	NA	1	14.3765	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_8444239	8503	No terminal repeats	NA	3	11	0.9617	NA	0	3.2126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_27137833	5197	No terminal repeats	NA	6	11	0.9617	NA	2	8.5914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
SD_QD_contig_15879165	14895	No terminal repeats	NA	16	11	0.9617	NA	0	17.4011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_29446736||full	6779	No terminal repeats	NA	8	11	0.9617	NA	1	3.9160	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_22764564	5911	No terminal repeats	NA	12	11	0.9617	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_1749359||full	5952	No terminal repeats	NA	7	11	0.9617	NA	0	2.8480	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_13770821	23243	No terminal repeats	NA	20	11	0.9617	NA	2	5.2990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_18957722	7268	No terminal repeats	NA	9	11	0.9617	NA	1	2.7356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_23668288||full	5462	No terminal repeats	NA	5	11	0.9617	NA	0	1.7183	Unclassified
ZJ_NB_contig_9743625	22015	No terminal repeats	NA	17	11	0.9617	NA	2	15.4085	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_13909215	5367	No terminal repeats	NA	12	11	0.9616	NA	0	9.3854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_2951624	13914	No terminal repeats	NA	21	11	0.9616	NA	3	22.1357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_4753959	5445	No terminal repeats	NA	9	11	0.9616	NA	0	2.5507	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_28059202||full	33508	No terminal repeats	NA	58	11	0.9616	NA	8	40.1798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_23943184	5436	No terminal repeats	NA	7	11	0.9616	NA	1	2.9334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
JS_LYG_contig_21481880	5293	No terminal repeats	NA	7	11	0.9616	NA	0	6.6287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_1958536||full	25279	No terminal repeats	NA	36	11	0.9616	NA	1	27.5373	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_2645155||full	46338	No terminal repeats	NA	72	11	0.9616	NA	10	50.4755	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_13464219||full	6478	No terminal repeats	NA	13	11	0.9616	NA	1	8.6928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_849377||full	6313	No terminal repeats	NA	18	11	0.9616	NA	1	8.2601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_27593687	8359	No terminal repeats	NA	8	11	0.9616	NA	0	3.1932	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
JS_LYG_contig_15981574	10174	No terminal repeats	NA	24	11	0.9616	NA	0	6.3437	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_11079166	5723	No terminal repeats	NA	5	11	0.9616	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_23290759	13496	No terminal repeats	NA	27	11	0.9615	NA	0	4.8173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_18206194	54094	No terminal repeats	NA	110	11	0.9615	NA	2	21.5489	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_7193685||full	22277	No terminal repeats	NA	28	11	0.9615	NA	4	11.1758	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_12600141	5546	No terminal repeats	NA	17	11	0.9615	NA	0	9.5645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_5318925	6999	No terminal repeats	NA	12	11	0.9615	NA	1	5.7584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_6073529	5613	No terminal repeats	NA	11	11	0.9615	NA	0	5.5402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_27320315	18150	No terminal repeats	NA	29	11	0.9615	NA	0	12.0766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_5201106||full	5341	No terminal repeats	NA	19	11	0.9615	NA	1	1.7176	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_18763640||full	14120	No terminal repeats	NA	14	11	0.9615	NA	0	4.7208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_14105177	11085	No terminal repeats	NA	12	11	0.9615	NA	1	1.7183	Unclassified
GX_BH_contig_10493287	7102	No terminal repeats	NA	10	11	0.9615	NA	2	6.0136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_3568247	6394	No terminal repeats	NA	8	11	0.9614	NA	0	4.7492	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_9802058||full	6031	No terminal repeats	NA	10	11	0.9614	NA	3	10.8974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_6360172||full_1	5300	No terminal repeats	NA	7	11	0.9614	NA	3	7.3604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_1281431	6054	No terminal repeats	NA	15	11	0.9614	NA	0	9.0365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_29117308	6122	No terminal repeats	NA	5	11	0.9614	NA	0	3.4166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_4296691	14122	No terminal repeats	NA	17	11	0.9614	NA	0	2.4748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_25461535	7229	No terminal repeats	NA	16	11	0.9614	NA	0	14.8750	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_18844115	15118	No terminal repeats	NA	24	11	0.9614	NA	0	12.4140	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_24218172	6130	No terminal repeats	NA	14	11	0.9614	NA	0	6.7874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_13725056||full	20045	No terminal repeats	NA	27	11	0.9614	NA	1	11.0155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
HN_SY_contig_18727172||full	6212	No terminal repeats	NA	11	11	0.9614	NA	1	11.5898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_3498515	7261	No terminal repeats	NA	22	11	0.9614	NA	0	3.4166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_18623253	15019	No terminal repeats	NA	21	11	0.9614	NA	1	2.9368	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_3163485	14177	No terminal repeats	NA	31	11	0.9614	NA	1	3.0010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_1410019	7424	No terminal repeats	NA	14	11	0.9613	NA	0	4.6365	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_761356	6714	No terminal repeats	NA	15	11	0.9613	NA	0	12.6569	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_33296128	108700	No terminal repeats	NA	150	11	0.9613	NA	0	29.4985	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_9298997||full_1	5308	No terminal repeats	NA	6	11	0.9613	NA	2	4.1672	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_4801225	6159	No terminal repeats	NA	5	11	0.9613	NA	0	2.9426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_5453494||full_1	8575	No terminal repeats	NA	15	11	0.9613	NA	2	12.6551	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_22745112	6041	No terminal repeats	NA	7	11	0.9613	NA	1	2.0344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Ackermannviridae
SD_DY_contig_15497157	5979	No terminal repeats	NA	10	11	0.9613	NA	0	2.6510	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_5163758	15560	No terminal repeats	NA	18	11	0.9613	NA	0	5.3537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_19501992	9433	No terminal repeats	NA	17	11	0.9613	NA	0	8.7554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
HN_SY_contig_30269470	11512	No terminal repeats	NA	28	11	0.9613	NA	0	4.7734	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_24195502	27207	No terminal repeats	NA	45	11	0.9613	NA	2	17.6850	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_4573077||full	5664	No terminal repeats	NA	7	11	0.9613	NA	0	4.5928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_4411448	11820	No terminal repeats	NA	33	11	0.9613	NA	0	5.4037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_19734796	5180	No terminal repeats	NA	9	11	0.9612	NA	0	3.4329	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_13879616	9752	No terminal repeats	NA	19	11	0.9612	NA	0	18.4392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_2455442	9643	No terminal repeats	NA	11	11	0.9612	NA	1	7.4034	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_10622095	33856	No terminal repeats	NA	43	11	0.9612	NA	3	13.9158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_22156670	5684	No terminal repeats	NA	9	11	0.9612	NA	0	3.4135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_22492703||full	5638	No terminal repeats	NA	6	11	0.9612	NA	1	6.4760	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_15005509	6877	No terminal repeats	NA	21	11	0.9612	NA	1	2.7033	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_23582628	6251	No terminal repeats	NA	17	11	0.9612	NA	2	5.0002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Mesyanzhinovviridae
LN_DD_contig_25677311	10459	No terminal repeats	NA	12	11	0.9612	NA	2	18.6891	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Schitoviridae
JS_LYG_contig_13843339	13348	No terminal repeats	NA	24	11	0.9612	NA	0	14.8828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_8352686	7216	No terminal repeats	NA	19	11	0.9612	NA	0	7.2773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_3820797	39674	No terminal repeats	NA	38	11	0.9612	NA	2	13.2155	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_28409299	9501	No terminal repeats	NA	8	11	0.9612	NA	1	8.5832	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
JS_YC_contig_25945929||full	8432	No terminal repeats	NA	9	11	0.9612	NA	1	3.4337	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_27892116	6293	No terminal repeats	NA	5	11	0.9612	NA	0	3.4319	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
FJ_XM_contig_25815914	6544	No terminal repeats	NA	7	11	0.9612	NA	0	2.8556	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
SD_QD_contig_19488428||full	26049	No terminal repeats	NA	34	11	0.9612	NA	7	22.9831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_10260565	5304	No terminal repeats	NA	6	11	0.9612	NA	0	6.0388	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_9103200	5569	No terminal repeats	NA	12	11	0.9612	NA	1	4.2184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_2556764||full	5681	No terminal repeats	NA	6	11	0.9612	NA	0	5.1540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_34061081	5795	No terminal repeats	NA	9	11	0.9612	NA	0	12.1774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Kyanoviridae
SD_QD_contig_2258382||full	6471	No terminal repeats	NA	9	11	0.9612	NA	2	4.1289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_22897367	6215	No terminal repeats	NA	13	11	0.9612	NA	0	3.2852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_5679662	5349	No terminal repeats	NA	10	11	0.9612	NA	0	3.2706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_23415071	13259	No terminal repeats	NA	34	11	0.9612	NA	0	10.2209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_5285043	6715	No terminal repeats	NA	5	11	0.9612	NA	1	6.5930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
JS_LYG_contig_21529700	17933	No terminal repeats	NA	16	11	0.9611	NA	4	15.4629	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_22816783	21757	No terminal repeats	NA	20	11	0.9611	NA	2	21.6310	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
HN_SY_contig_5237469||full	8348	No terminal repeats	NA	13	11	0.9611	NA	2	10.5040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_19212998	5803	No terminal repeats	NA	16	11	0.9611	NA	0	9.1800	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_28383783	15926	No terminal repeats	NA	21	11	0.9611	NA	3	14.6404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_28338969	5659	No terminal repeats	NA	9	11	0.9611	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_24667959||full	8193	No terminal repeats	NA	10	11	0.9611	NA	0	2.8977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_11257572||full	27774	No terminal repeats	NA	29	11	0.9611	NA	3	21.4993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_20141799	8847	No terminal repeats	NA	11	11	0.9611	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_YC_contig_25195844	7488	No terminal repeats	NA	15	11	0.9611	NA	0	4.7432	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
SD_QD_contig_8384414	29520	No terminal repeats	NA	35	11	0.9611	NA	3	10.2847	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_8397971	5250	No terminal repeats	NA	6	11	0.9611	NA	1	4.1000	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_9953185	6202	No terminal repeats	NA	9	11	0.9611	NA	1	8.2977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_18049927	5291	No terminal repeats	NA	8	11	0.9611	NA	1	1.5455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_10775217||full	5013	No terminal repeats	NA	6	11	0.9611	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_3067694	6867	No terminal repeats	NA	20	11	0.9611	NA	0	9.3667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_897481||full	8559	No terminal repeats	NA	8	11	0.9611	NA	0	4.0503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_23230805||full	8526	No terminal repeats	NA	12	11	0.9611	NA	2	11.8925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_4164975	11872	No terminal repeats	NA	11	11	0.9610	NA	2	11.4398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_2346711	5550	No terminal repeats	NA	6	11	0.9610	NA	0	3.3952	Unclassified
JS_LYG_contig_13176314	18405	No terminal repeats	NA	39	11	0.9610	NA	0	11.1469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_3347111	5462	No terminal repeats	NA	4	11	0.9610	NA	1	3.9018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_6876746||full	6448	No terminal repeats	NA	5	11	0.9610	NA	2	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae
LN_DD_contig_5214653||full	13194	No terminal repeats	NA	25	11	0.9610	NA	1	10.4866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_4555309||full	9190	No terminal repeats	NA	24	11	0.9610	NA	4	11.6580	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ST_contig_13771914	8328	No terminal repeats	NA	7	11	0.9610	NA	0	1.4169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_15196903	5111	No terminal repeats	NA	7	11	0.9610	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_8542034	6190	No terminal repeats	NA	6	11	0.9610	NA	0	3.0402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GX_BH_contig_24216592	9074	No terminal repeats	NA	24	11	0.9610	NA	0	1.5777	Unclassified
ZJ_WZ_contig_11190625	7182	No terminal repeats	NA	6	11	0.9610	NA	0	3.2343	Unclassified
JS_LYG_contig_8377730	8138	No terminal repeats	NA	11	11	0.9610	NA	1	5.7871	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_19227070||full	6485	No terminal repeats	NA	9	11	0.9610	NA	1	5.8823	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_DY_contig_22549810	5431	No terminal repeats	NA	17	4	0.9610	NA	1	5.2815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
LN_DD_contig_23477281	7488	No terminal repeats	NA	18	11	0.9610	NA	0	7.6125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_10463276	14842	No terminal repeats	NA	14	11	0.9610	NA	2	9.6897	Unclassified
GD_ST_contig_16325714	5985	No terminal repeats	NA	11	11	0.9610	NA	1	8.4967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_5458179	8343	No terminal repeats	NA	8	11	0.9609	NA	1	5.1157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_17098617	7665	No terminal repeats	NA	16	11	0.9609	NA	0	4.6575	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
FJ_XM_contig_26105058||full	8929	No terminal repeats	NA	16	11	0.9609	NA	0	7.8688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_14622550||full	22605	No terminal repeats	NA	32	11	0.9609	NA	6	30.7584	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
JS_LYG_contig_16471102	5226	No terminal repeats	NA	12	11	0.9609	NA	0	1.7183	Unclassified
SD_DY_contig_22135406||full	9469	No terminal repeats	NA	13	11	0.9609	NA	2	11.9239	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_19953741_1	6063	No terminal repeats	NA	8	11	0.9609	NA	0	4.5843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
SD_QD_contig_28487769	35815	No terminal repeats	NA	50	11	0.9609	NA	5	20.6074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_NB_contig_10893108	6524	No terminal repeats	NA	22	11	0.9609	NA	0	14.7762	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_3518442||full	8483	No terminal repeats	NA	16	11	0.9608	NA	2	4.5477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_942749	10544	No terminal repeats	NA	15	11	0.9608	NA	0	17.7392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
ZJ_WZ_contig_14211847||full	30682	No terminal repeats	NA	46	11	0.9608	NA	3	17.7477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GD_ZH_contig_14417681	7269	No terminal repeats	NA	15	11	0.9608	NA	0	5.6435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Straboviridae
